DATE,US_COFFEE_PRICE
2017-09-07,127.9
2017-09-08,129.4
2017-09-11,130.6
2017-09-12,133.8
2017-09-13,136.6
2017-09-14,135.85
2017-09-15,140.0
2017-09-18,138.95
2017-09-19,133.95
2017-09-20,136.55
2017-09-21,135.0
2017-09-22,134.45
2017-09-25,131.55
2017-09-26,132.25
2017-09-27,129.35
2017-09-28,128.5
2017-09-29,128.05
2017-10-02,127.2
2017-10-03,125.45
2017-10-04,125.15
2017-10-05,127.2
2017-10-06,130.0
2017-10-09,130.95
2017-10-10,131.0
2017-10-11,126.8
2017-10-12,126.35
2017-10-13,126.45
2017-10-16,123.75
2017-10-17,124.15
2017-10-18,124.3
2017-10-19,126.85
2017-10-20,125.25
2017-10-23,124.35
2017-10-24,123.2
2017-10-25,124.1
2017-10-26,124.55
2017-10-27,126.6
2017-10-30,125.9
2017-10-31,125.1
2017-11-01,122.95
2017-11-02,126.4
2017-11-03,123.95
2017-11-06,125.55
2017-11-07,124.7
2017-11-08,125.75
2017-11-09,126.4
2017-11-10,127.55
2017-11-13,127.6
2017-11-14,127.05
2017-11-15,126.75
2017-11-16,126.7
2017-11-17,123.8
2017-11-20,122.9
2017-11-21,123.85
2017-11-22,124.55
2017-11-24,124.8
2017-11-27,125.55
2017-11-28,127.45
2017-11-29,129.6
2017-11-30,126.3
2017-12-01,127.55
2017-12-04,126.75
2017-12-05,125.95
2017-12-06,124.85
2017-12-07,120.85
2017-12-08,120.6
2017-12-11,119.0
2017-12-12,117.05
2017-12-13,118.95
2017-12-14,119.15
2017-12-15,116.95
2017-12-18,118.55
2017-12-19,121.75
2017-12-20,123.15
2017-12-21,122.25
2017-12-22,120.4
2017-12-26,122.2
2017-12-27,124.5
2017-12-28,124.8
2017-12-29,126.2
2018-01-02,130.2
2018-01-03,128.6
2018-01-04,129.55
2018-01-05,128.45
2018-01-08,125.15
2018-01-09,125.15
2018-01-10,123.95
2018-01-11,122.8
2018-01-12,122.25
2018-01-16,120.45
2018-01-17,123.1
2018-01-18,121.1
2018-01-19,121.25
2018-01-22,122.55
2018-01-23,120.95
2018-01-24,122.5
2018-01-25,123.65
2018-01-26,125.15
2018-01-29,124.95
2018-01-30,122.3
2018-01-31,121.85
2018-02-01,121.4
2018-02-02,120.4
2018-02-05,119.8
2018-02-06,122.85
2018-02-07,123.3
2018-02-08,122.85
2018-02-09,121.85
2018-02-12,121.4
2018-02-13,122.75
2018-02-14,122.8
2018-02-15,121.75
2018-02-16,117.95
2018-02-20,118.2
2018-02-21,116.95
2018-02-22,119.6
2018-02-23,119.45
2018-02-26,120.5
2018-02-27,119.95
2018-02-28,121.05
2018-03-01,122.45
2018-03-02,120.35
2018-03-05,119.2
2018-03-06,119.95
2018-03-07,119.3
2018-03-08,119.0
2018-03-09,118.85
2018-03-12,118.15
2018-03-13,120.45
2018-03-14,119.95
2018-03-15,117.65
2018-03-16,116.95
2018-03-19,118.35
2018-03-20,118.95
2018-03-21,118.85
2018-03-22,119.0
2018-03-23,117.2
2018-03-26,118.15
2018-03-27,118.95
2018-03-28,117.75
2018-03-29,118.15
2018-04-02,116.4
2018-04-03,116.6
2018-04-04,116.9
2018-04-05,117.55
2018-04-06,117.45
2018-04-09,118.65
2018-04-10,117.6
2018-04-11,118.15
2018-04-12,117.9
2018-04-13,117.3
2018-04-16,114.25
2018-04-17,113.55
2018-04-18,114.9
2018-04-19,114.25
2018-04-20,115.75
2018-04-23,117.0
2018-04-24,118.5
2018-04-25,116.85
2018-04-26,117.6
2018-04-27,120.35
2018-04-30,120.65
2018-05-01,122.6
2018-05-02,121.6
2018-05-03,122.2
2018-05-04,120.45
2018-05-07,118.2
2018-05-08,116.55
2018-05-09,115.5
2018-05-10,116.3
2018-05-11,115.25
2018-05-14,113.65
2018-05-15,112.9
2018-05-16,113.25
2018-05-17,113.85
2018-05-18,113.95
2018-05-21,120.2
2018-05-22,120.85
2018-05-23,119.35
2018-05-24,120.55
2018-05-25,120.4
2018-05-29,120.25
2018-05-30,120.3
2018-05-31,123.7
2018-06-01,122.75
2018-06-04,121.5
2018-06-05,119.45
2018-06-06,118.25
2018-06-07,115.7
2018-06-08,117.25
2018-06-11,117.1
2018-06-12,117.35
2018-06-13,116.35
2018-06-14,115.7
2018-06-15,115.2
2018-06-18,114.45
2018-06-19,114.1
2018-06-20,113.65
2018-06-21,112.6
2018-06-22,113.85
2018-06-25,114.15
2018-06-26,114.8
2018-06-27,114.3
2018-06-28,112.15
2018-06-29,111.5
2018-07-02,107.8
2018-07-03,108.35
2018-07-05,106.3
2018-07-06,111.25
2018-07-09,112.2
2018-07-10,111.95
2018-07-11,109.2
2018-07-12,108.7
2018-07-13,107.05
2018-07-16,107.45
2018-07-17,105.7
2018-07-18,104.6
2018-07-19,105.25
2018-07-20,110.65
2018-07-23,111.65
2018-07-24,110.95
2018-07-25,111.0
2018-07-26,109.55
2018-07-27,110.45
2018-07-30,111.4
2018-07-31,109.9
2018-08-01,108.05
2018-08-02,106.7
2018-08-03,107.75
2018-08-06,108.75
2018-08-07,109.05
2018-08-08,107.85
2018-08-09,107.65
2018-08-10,107.0
2018-08-13,106.25
2018-08-14,105.05
2018-08-15,102.4
2018-08-16,101.7
2018-08-17,101.2
2018-08-20,97.25
2018-08-21,97.95
2018-08-22,96.4
2018-08-23,97.2
2018-08-24,100.55
2018-08-27,101.85
2018-08-28,99.25
2018-08-29,98.65
2018-08-30,98.95
2018-08-31,98.1
2018-09-04,97.75
2018-09-05,100.1
2018-09-06,97.95
2018-09-07,98.8
2018-09-10,97.5
2018-09-11,96.2
2018-09-12,97.85
2018-09-13,96.4
2018-09-14,95.45
2018-09-17,93.45
2018-09-18,92.0
2018-09-19,96.7
2018-09-20,99.75
2018-09-21,99.9
2018-09-24,98.5
2018-09-25,97.1
2018-09-26,97.75
2018-09-27,99.3
2018-09-28,102.45
2018-10-01,102.2
2018-10-02,107.65
2018-10-03,106.6
2018-10-04,106.95
2018-10-05,108.95
2018-10-08,111.85
2018-10-09,113.15
2018-10-10,111.9
2018-10-11,112.9
2018-10-12,116.55
2018-10-15,119.35
2018-10-16,117.65
2018-10-17,122.55
2018-10-18,122.05
2018-10-19,122.1
2018-10-22,117.65
2018-10-23,121.1
2018-10-24,120.25
2018-10-25,121.15
2018-10-26,119.65
2018-10-29,114.25
2018-10-30,112.4
2018-10-31,112.7
2018-11-01,117.8
2018-11-02,120.05
2018-11-05,117.1
2018-11-06,113.25
2018-11-07,115.6
2018-11-08,116.65
2018-11-09,113.85
2018-11-12,110.15
2018-11-13,109.2
2018-11-14,112.65
2018-11-15,110.05
2018-11-16,112.6
2018-11-19,112.35
2018-11-20,110.65
2018-11-21,110.3
2018-11-23,107.15
2018-11-26,107.0
2018-11-27,109.5
2018-11-28,110.1
2018-11-29,108.5
2018-11-30,103.25
2018-12-03,103.5
2018-12-04,101.9
2018-12-05,100.95
2018-12-06,100.65
2018-12-07,98.8
2018-12-10,100.45
2018-12-11,97.65
2018-12-12,97.75
2018-12-13,98.8
2018-12-14,96.95
2018-12-17,94.7
2018-12-18,94.35
2018-12-19,100.85
2018-12-20,102.5
2018-12-21,99.7
2018-12-24,102.2
2018-12-26,103.9
2018-12-27,101.75
2018-12-28,100.95
2018-12-31,101.85
2019-01-02,99.5
2019-01-03,102.15
2019-01-04,101.6
2019-01-07,102.75
2019-01-08,105.05
2019-01-09,105.3
2019-01-10,104.25
2019-01-11,103.85
2019-01-14,102.75
2019-01-15,101.3
2019-01-16,102.4
2019-01-17,102.4
2019-01-18,104.95
2019-01-22,103.35
2019-01-23,103.4
2019-01-24,105.3
2019-01-25,106.8
2019-01-28,102.65
2019-01-29,102.6
2019-01-30,102.1
2019-01-31,105.9
2019-02-01,103.7
2019-02-04,105.6
2019-02-05,104.85
2019-02-06,105.5
2019-02-07,104.3
2019-02-08,102.6
2019-02-11,100.2
2019-02-12,100.45
2019-02-13,98.9
2019-02-14,97.85
2019-02-15,97.95
2019-02-19,97.2
2019-02-20,97.55
2019-02-21,96.1
2019-02-22,96.45
2019-02-25,96.4
2019-02-26,93.55
2019-02-27,95.7
2019-02-28,95.2
2019-03-01,96.95
2019-03-04,94.1
2019-03-05,96.45
2019-03-06,95.5
2019-03-07,93.65
2019-03-08,95.3
2019-03-11,94.0
2019-03-12,92.8
2019-03-13,94.45
2019-03-14,93.95
2019-03-15,94.6
2019-03-18,93.65
2019-03-19,93.45
2019-03-20,94.75
2019-03-21,94.8
2019-03-22,93.9
2019-03-25,94.25
2019-03-26,95.35
2019-03-27,93.85
2019-03-28,94.0
2019-03-29,94.5
2019-04-01,92.1
2019-04-02,91.65
2019-04-03,95.35
2019-04-04,95.3
2019-04-05,93.2
2019-04-08,92.95
2019-04-09,93.65
2019-04-10,94.25
2019-04-11,90.25
2019-04-12,90.4
2019-04-15,91.4
2019-04-16,90.5
2019-04-17,87.05
2019-04-18,90.2
2019-04-22,91.1
2019-04-23,91.5
2019-04-24,90.45
2019-04-25,92.05
2019-04-26,92.7
2019-04-29,91.35
2019-04-30,91.85
2019-05-01,89.8
2019-05-02,90.25
2019-05-03,89.25
2019-05-06,88.8
2019-05-07,86.65
2019-05-08,87.2
2019-05-09,89.5
2019-05-10,89.45
2019-05-13,88.25
2019-05-14,89.55
2019-05-15,89.9
2019-05-16,90.0
2019-05-17,87.35
2019-05-20,88.25
2019-05-21,92.9
2019-05-22,91.75
2019-05-23,93.5
2019-05-24,93.3
2019-05-28,96.05
2019-05-29,99.5
2019-05-30,102.35
2019-05-31,104.6
2019-06-03,103.75
2019-06-04,105.65
2019-06-05,99.1
2019-06-06,102.05
2019-06-07,100.95
2019-06-10,98.6
2019-06-11,97.0
2019-06-12,99.05
2019-06-13,97.35
2019-06-14,96.0
2019-06-17,96.05
2019-06-18,94.3
2019-06-19,96.25
2019-06-20,101.05
2019-06-21,99.8
2019-06-24,102.0
2019-06-25,106.45
2019-06-26,104.9
2019-06-27,105.55
2019-06-28,108.25
2019-07-01,110.15
2019-07-02,108.25
2019-07-03,112.25
2019-07-05,109.45
2019-07-08,104.75
2019-07-09,105.9
2019-07-10,104.35
2019-07-11,105.5
2019-07-12,105.2
2019-07-15,108.8
2019-07-16,104.1
2019-07-17,105.95
2019-07-18,107.15
2019-07-19,105.85
2019-07-22,105.1
2019-07-23,102.3
2019-07-24,101.0
2019-07-25,100.65
2019-07-26,99.75
2019-07-29,101.15
2019-07-30,99.5
2019-07-31,99.65
2019-08-01,97.25
2019-08-02,98.15
2019-08-05,95.65
2019-08-06,97.05
2019-08-07,96.9
2019-08-08,97.4
2019-08-09,97.3
2019-08-12,93.75
2019-08-13,96.35
2019-08-14,94.45
2019-08-15,94.55
2019-08-16,92.85
2019-08-19,91.15
2019-08-20,91.45
2019-08-21,92.85
2019-08-22,93.5
2019-08-23,92.6
2019-08-26,94.15
2019-08-27,93.8
2019-08-28,94.2
2019-08-29,91.9
2019-08-30,93.6
2019-09-03,92.35
2019-09-04,93.4
2019-09-05,92.2
2019-09-06,93.85
2019-09-09,95.0
2019-09-10,98.35
2019-09-11,100.15
2019-09-12,100.35
2019-09-13,99.5
2019-09-16,100.8
2019-09-17,96.85
2019-09-18,96.85
2019-09-19,98.35
2019-09-20,98.4
2019-09-23,99.0
2019-09-24,99.15
2019-09-25,100.95
2019-09-26,100.85
2019-09-27,100.9
2019-09-30,101.15
2019-10-01,101.35
2019-10-02,100.6
2019-10-03,102.05
2019-10-04,99.0
2019-10-07,97.0
2019-10-08,95.7
2019-10-09,95.45
2019-10-10,93.5
2019-10-11,93.7
2019-10-14,94.85
2019-10-15,94.45
2019-10-16,93.55
2019-10-17,92.9
2019-10-18,95.7
2019-10-21,96.35
2019-10-22,98.9
2019-10-23,97.75
2019-10-24,96.45
2019-10-25,99.45
2019-10-28,100.5
2019-10-29,98.95
2019-10-30,99.35
2019-10-31,101.95
2019-11-01,104.0
2019-11-04,103.65
2019-11-05,105.8
2019-11-06,108.0
2019-11-07,109.1
2019-11-08,109.45
2019-11-11,106.0
2019-11-12,105.6
2019-11-13,107.95
2019-11-14,108.05
2019-11-15,106.15
2019-11-18,105.55
2019-11-19,102.7
2019-11-20,109.7
2019-11-21,115.25
2019-11-22,114.6
2019-11-25,117.8
2019-11-26,115.7
2019-11-27,117.3
2019-11-29,118.55
2019-12-02,121.5
2019-12-03,122.85
2019-12-04,120.6
2019-12-05,123.95
2019-12-06,123.7
2019-12-09,127.3
2019-12-10,132.05
2019-12-11,133.85
2019-12-12,135.9
2019-12-13,129.45
2019-12-16,135.8
2019-12-17,132.2
2019-12-18,131.7
2019-12-19,127.2
2019-12-20,130.7
2019-12-23,125.3
2019-12-24,129.4
2019-12-26,127.3
2019-12-27,132.5
2019-12-30,132.15
2019-12-31,129.7
2020-01-02,127.1
2020-01-03,126.35
2020-01-06,122.15
2020-01-07,122.4
2020-01-08,119.15
2020-01-09,117.35
2020-01-10,118.95
2020-01-13,114.55
2020-01-14,114.9
2020-01-15,114.3
2020-01-16,112.95
2020-01-17,112.15
2020-01-21,111.05
2020-01-22,111.0
2020-01-23,112.6
2020-01-24,110.15
2020-01-27,106.6
2020-01-28,105.05
2020-01-29,102.05
2020-01-30,101.5
2020-01-31,102.65
2020-02-03,97.9
2020-02-04,98.15
2020-02-05,97.75
2020-02-06,98.15
2020-02-07,98.35
2020-02-10,100.3
2020-02-11,100.5
2020-02-12,100.65
2020-02-13,104.45
2020-02-14,109.1
2020-02-18,106.55
2020-02-19,106.8
2020-02-20,103.6
2020-02-21,108.85
2020-02-24,105.9
2020-02-25,107.1
2020-02-26,109.1
2020-02-27,108.2
2020-02-28,110.1
2020-03-02,114.65
2020-03-03,121.05
2020-03-04,117.15
2020-03-05,109.85
2020-03-06,105.6
2020-03-09,108.95
2020-03-10,114.25
2020-03-11,111.55
2020-03-12,109.15
2020-03-13,107.05
2020-03-16,103.9
2020-03-17,102.9
2020-03-18,108.05
2020-03-19,116.65
2020-03-20,119.7
2020-03-23,121.25
2020-03-24,125.6
2020-03-25,129.95
2020-03-26,124.65
2020-03-27,115.85
2020-03-30,119.3
2020-03-31,119.55
2020-04-01,116.0
2020-04-02,119.35
2020-04-03,114.9
2020-04-06,116.65
2020-04-07,119.9
2020-04-08,119.8
2020-04-09,118.6
2020-04-13,119.75
2020-04-14,117.2
2020-04-15,120.2
2020-04-16,118.6
2020-04-17,116.05
2020-04-20,113.65
2020-04-21,109.65
2020-04-22,110.6
2020-04-23,111.05
2020-04-24,105.2
2020-04-27,104.6
2020-04-28,105.7
2020-04-29,103.65
2020-04-30,104.65
2020-05-01,104.45
2020-05-04,105.55
2020-05-05,108.85
2020-05-06,109.35
2020-05-07,107.45
2020-05-08,110.1
2020-05-11,108.95
2020-05-12,105.6
2020-05-13,103.55
2020-05-14,104.9
2020-05-15,104.8
2020-05-18,105.7
2020-05-19,107.05
2020-05-20,105.65
2020-05-21,104.75
2020-05-22,103.6
2020-05-26,105.1
2020-05-27,102.5
2020-05-28,99.1
2020-05-29,96.3
2020-06-01,98.3
2020-06-02,98.2
2020-06-03,99.1
2020-06-04,98.15
2020-06-05,98.9
2020-06-08,98.9
2020-06-09,97.8
2020-06-10,96.75
2020-06-11,96.0
2020-06-12,95.2
2020-06-15,94.0
2020-06-16,93.65
2020-06-17,96.25
2020-06-18,94.6
2020-06-19,93.75
2020-06-22,95.95
2020-06-23,96.25
2020-06-24,96.65
2020-06-25,94.85
2020-06-26,95.65
2020-06-29,98.65
2020-06-30,100.05
2020-07-01,103.05
2020-07-02,102.25
2020-07-06,97.2
2020-07-07,99.25
2020-07-08,98.95
2020-07-09,97.7
2020-07-10,96.15
2020-07-13,97.4
2020-07-14,96.7
2020-07-15,95.95
2020-07-16,97.1
2020-07-17,101.05
2020-07-20,98.5
2020-07-21,100.5
2020-07-22,108.35
2020-07-23,107.5
2020-07-24,108.4
2020-07-27,110.4
2020-07-28,109.65
2020-07-29,111.6
2020-07-30,115.35
2020-07-31,118.95
2020-08-03,117.9
2020-08-04,121.05
2020-08-05,121.55
2020-08-06,117.0
2020-08-07,115.45
2020-08-10,112.6
2020-08-11,111.35
2020-08-12,112.05
2020-08-13,116.2
2020-08-14,114.7
2020-08-17,115.55
2020-08-18,119.3
2020-08-19,118.45
2020-08-20,118.55
2020-08-21,120.1
2020-08-24,120.25
2020-08-25,123.2
2020-08-26,122.8
2020-08-27,122.95
2020-08-28,127.1
2020-08-31,129.8
2020-09-01,131.9
2020-09-02,131.5
2020-09-03,131.6
2020-09-04,134.8
2020-09-08,132.8
2020-09-09,129.65
2020-09-10,132.5
2020-09-11,133.35
2020-09-14,123.55
2020-09-15,122.2
2020-09-16,120.55
2020-09-17,118.1
2020-09-18,113.6
2020-09-21,112.0
2020-09-22,110.65
2020-09-23,110.5
2020-09-24,111.15
2020-09-25,113.65
2020-09-28,109.55
2020-09-29,109.55
2020-09-30,110.95
2020-10-01,107.05
2020-10-02,108.95
2020-10-05,107.2
2020-10-06,107.65
2020-10-07,109.6
2020-10-08,110.25
2020-10-09,111.55
2020-10-12,109.15
2020-10-13,110.1
2020-10-14,109.6
2020-10-15,109.5
2020-10-16,107.25
2020-10-19,106.05
2020-10-20,104.9
2020-10-21,104.15
2020-10-22,106.7
2020-10-23,105.6
2020-10-26,106.65
2020-10-27,106.95
2020-10-28,105.0
2020-10-29,104.6
2020-10-30,104.4
2020-11-02,102.8
2020-11-03,103.45
2020-11-04,103.0
2020-11-05,105.95
2020-11-06,106.95
2020-11-09,106.85
2020-11-10,107.3
2020-11-11,109.1
2020-11-12,110.1
2020-11-13,109.25
2020-11-16,115.65
2020-11-17,116.2
2020-11-18,119.75
2020-11-19,120.65
2020-11-20,115.5
2020-11-23,114.45
2020-11-24,113.15
2020-11-25,114.5
2020-11-27,121.7
2020-11-30,120.7
2020-12-01,115.65
2020-12-02,116.85
2020-12-03,117.65
2020-12-04,115.35
2020-12-07,116.95
2020-12-08,117.1
2020-12-09,114.9
2020-12-10,118.55
2020-12-11,119.1
2020-12-14,123.55
2020-12-15,123.1
2020-12-16,125.05
2020-12-17,125.05
2020-12-18,123.7
2020-12-21,124.3
2020-12-22,124.2
2020-12-23,124.55
2020-12-24,125.95
2020-12-28,123.35
2020-12-29,125.4
2020-12-30,125.4
2020-12-31,128.25
2021-01-04,126.15
2021-01-05,125.1
2021-01-06,120.9
2021-01-07,121.1
2021-01-08,123.7
2021-01-11,121.45
2021-01-12,121.4
2021-01-13,125.25
2021-01-14,127.35
2021-01-15,128.15
2021-01-19,127.15
2021-01-20,125.2
2021-01-21,126.45
2021-01-22,124.05
2021-01-25,123.25
2021-01-26,124.5
2021-01-27,125.5
2021-01-28,124.0
2021-01-29,122.95
2021-02-01,125.35
2021-02-02,123.4
2021-02-03,123.95
2021-02-04,124.05
2021-02-05,124.5
2021-02-08,124.1
2021-02-09,122.95
2021-02-10,121.1
2021-02-11,121.2
2021-02-12,121.15
2021-02-16,124.35
2021-02-17,125.7
2021-02-18,127.6
2021-02-19,127.5
2021-02-22,133.45
2021-02-23,136.85
2021-02-24,135.65
2021-02-25,139.2
2021-02-26,136.85
2021-03-01,135.15
2021-03-02,133.2
2021-03-03,131.15
2021-03-04,128.4
2021-03-05,128.75
2021-03-08,129.05
2021-03-09,128.9
2021-03-10,129.35
2021-03-11,131.8
2021-03-12,132.45
2021-03-15,131.45
2021-03-16,133.8
2021-03-17,132.85
2021-03-18,126.4
2021-03-19,125.45
2021-03-22,130.1
2021-03-23,127.6
2021-03-24,126.5
2021-03-25,126.6
2021-03-26,128.5
2021-03-29,127.05
2021-03-30,122.6
2021-03-31,123.5
2021-04-01,121.6
2021-04-05,122.1
2021-04-06,126.85
2021-04-07,126.75
2021-04-08,127.85
2021-04-09,127.25
2021-04-12,128.1
2021-04-13,130.05
2021-04-14,132.1
2021-04-15,132.7
2021-04-16,129.15
2021-04-19,129.85
2021-04-20,132.45
2021-04-21,132.2
2021-04-22,134.3
2021-04-23,136.85
2021-04-26,141.75
2021-04-27,144.35
2021-04-28,144.3
2021-04-29,141.4
2021-04-30,139.95
2021-05-03,138.75
2021-05-04,138.9
2021-05-05,148.5
2021-05-06,153.5
2021-05-07,152.3
2021-05-10,147.6
2021-05-11,147.9
2021-05-12,145.75
2021-05-13,145.65
2021-05-14,144.25
2021-05-17,145.0
2021-05-18,151.8
2021-05-19,150.95
2021-05-20,150.95
2021-05-21,150.1
2021-05-24,149.0
2021-05-25,150.5
2021-05-26,155.7
2021-05-27,155.35
2021-05-28,162.35
2021-06-01,161.05
2021-06-02,161.15
2021-06-03,157.6
2021-06-04,161.65
2021-06-07,160.15
2021-06-08,157.7
2021-06-09,157.2
2021-06-10,158.7
2021-06-11,157.45
2021-06-14,154.1
2021-06-15,151.2
2021-06-16,153.35
2021-06-17,149.55
2021-06-18,149.9
2021-06-21,152.35
2021-06-22,151.25
2021-06-23,153.15
2021-06-24,152.4
2021-06-25,157.25
2021-06-28,162.25
2021-06-29,159.7
2021-06-30,159.35
2021-07-01,156.0
2021-07-02,152.55
2021-07-06,147.9
2021-07-07,149.75
2021-07-08,152.05
2021-07-09,151.3
2021-07-12,153.85
2021-07-13,152.1
2021-07-14,156.45
2021-07-15,156.9
2021-07-16,161.2
2021-07-19,155.25
2021-07-20,165.65
2021-07-21,176.0
2021-07-22,193.65
2021-07-23,189.0
2021-07-26,207.8
2021-07-27,201.75
2021-07-28,200.45
2021-07-29,196.5
2021-07-30,179.55
2021-08-02,172.8
2021-08-03,174.85
2021-08-04,175.65
2021-08-05,176.9
2021-08-06,176.0
2021-08-09,179.35
2021-08-10,182.0
2021-08-11,183.85
2021-08-12,186.55
2021-08-13,182.75
2021-08-16,183.2
2021-08-17,178.95
2021-08-18,179.7
2021-08-19,178.2
2021-08-20,178.25
2021-08-23,179.95
2021-08-24,183.3
2021-08-25,184.05
2021-08-26,185.65
2021-08-27,189.5
2021-08-30,197.4
2021-08-31,193.45
2021-09-01,193.2
2021-09-02,191.9
2021-09-03,190.55
2021-09-07,191.5
2021-09-08,187.75
2021-09-09,185.0
2021-09-10,185.6
2021-09-13,184.35
2021-09-14,183.0
2021-09-15,187.0
2021-09-16,187.8
2021-09-17,187.3
2021-09-20,183.5
2021-09-21,183.35
2021-09-22,184.85
2021-09-23,190.6
2021-09-24,194.35
2021-09-27,193.65
2021-09-28,198.6
2021-09-29,193.4
2021-09-30,194.0
2021-10-01,204.05
2021-10-04,200.35
2021-10-05,191.9
2021-10-06,193.45
2021-10-07,197.9
2021-10-08,201.35
2021-10-11,204.25
2021-10-12,213.15
2021-10-13,208.65
2021-10-14,209.25
2021-10-15,203.4
2021-10-18,201.6
2021-10-19,204.25
2021-10-20,205.55
2021-10-21,203.3
2021-10-22,199.85
2021-10-25,202.55
2021-10-26,208.1
2021-10-27,201.35
2021-10-28,199.95
2021-10-29,203.95
2021-11-01,208.7
2021-11-02,208.05
2021-11-03,209.3
2021-11-04,208.6
2021-11-05,203.55
2021-11-08,199.65
2021-11-09,205.9
2021-11-10,204.0
2021-11-11,210.9
2021-11-12,219.7
2021-11-15,222.75
2021-11-16,222.05
2021-11-17,232.6
2021-11-18,228.95
2021-11-19,233.3
2021-11-22,231.35
2021-11-23,242.55
2021-11-24,246.3
2021-11-26,243.85
2021-11-29,233.85
2021-11-30,233.25
2021-12-01,234.2
2021-12-02,237.45
2021-12-03,244.05
2021-12-06,250.2
2021-12-07,243.9
2021-12-08,244.75
2021-12-09,240.35
2021-12-10,232.7
2021-12-13,236.7
2021-12-14,237.15
2021-12-15,237.4
2021-12-16,236.95
2021-12-17,235.9
2021-12-20,224.4
2021-12-21,228.25
2021-12-22,233.55
2021-12-23,231.2
2021-12-27,227.05
2021-12-28,225.6
2021-12-29,228.9
2021-12-30,228.85
2021-12-31,226.1
2022-01-03,223.3
2022-01-04,231.75
2022-01-05,231.75
2022-01-06,231.7
2022-01-07,238.45
2022-01-10,234.9
2022-01-11,237.05
2022-01-12,240.85
2022-01-13,237.0
2022-01-14,239.65
2022-01-18,239.6
2022-01-19,244.45
2022-01-20,243.65
2022-01-21,237.9
2022-01-24,232.95
2022-01-25,237.9
2022-01-26,238.9
2022-01-27,232.05
2022-01-28,235.9
2022-01-31,235.1
2022-02-01,236.7
2022-02-02,238.8
2022-02-03,243.9
2022-02-04,241.85
2022-02-07,241.65
2022-02-08,248.95
2022-02-09,258.35
2022-02-10,255.2
2022-02-11,251.65
2022-02-14,247.55
2022-02-15,251.85
2022-02-16,252.25
2022-02-17,251.5
2022-02-18,246.85
2022-02-22,248.45
2022-02-23,248.6
2022-02-24,239.35
2022-02-25,240.05
2022-02-28,234.25
2022-03-01,237.25
2022-03-02,230.45
2022-03-03,224.15
2022-03-04,224.15
2022-03-07,225.5
2022-03-08,234.05
2022-03-09,230.45
2022-03-10,225.2
2022-03-11,222.95
2022-03-14,219.65
2022-03-15,212.3
2022-03-16,218.6
2022-03-17,217.3
2022-03-18,220.3
2022-03-21,225.85
2022-03-22,225.05
2022-03-23,225.3
2022-03-24,221.85
2022-03-25,221.85
2022-03-28,214.55
2022-03-29,215.7
2022-03-30,221.85
2022-03-31,226.4
2022-04-01,228.4
2022-04-04,230.6
2022-04-05,231.3
2022-04-06,227.6
2022-04-07,226.15
2022-04-08,231.65
2022-04-11,236.6
2022-04-12,233.6
2022-04-13,225.05
2022-04-14,223.6
2022-04-18,223.5
2022-04-19,221.3
2022-04-20,218.8
2022-04-21,228.15
2022-04-22,227.3
2022-04-25,220.8
2022-04-26,221.4
2022-04-27,215.95
2022-04-28,217.9
2022-04-29,222.55
2022-05-02,216.4
2022-05-03,218.2
2022-05-04,221.2
2022-05-05,218.4
2022-05-06,211.6
2022-05-09,206.3
2022-05-10,204.0
2022-05-11,220.1
2022-05-12,215.0
2022-05-13,212.9
2022-05-16,225.8
2022-05-17,228.2
2022-05-18,218.6
2022-05-19,218.7
2022-05-20,215.85
2022-05-23,215.75
2022-05-24,213.65
2022-05-25,217.05
2022-05-26,226.6
2022-05-27,229.45
2022-05-31,231.25
2022-06-01,239.45
2022-06-02,238.25
2022-06-03,232.4
2022-06-06,237.55
2022-06-07,232.15
2022-06-08,231.85
2022-06-09,234.65
2022-06-10,228.9
2022-06-13,223.35
2022-06-14,226.95
2022-06-15,228.5
2022-06-16,231.95
2022-06-17,227.65
2022-06-21,233.1
2022-06-22,238.6
2022-06-23,232.45
2022-06-24,226.6
2022-06-27,226.0
2022-06-28,221.9
2022-06-29,232.65
2022-06-30,233.6
2022-07-01,228.45
2022-07-05,224.65
2022-07-06,222.5
2022-07-07,222.2
2022-07-08,222.9
2022-07-11,216.9
2022-07-12,209.25
2022-07-13,211.25
2022-07-14,199.2
2022-07-15,203.7
2022-07-18,219.1
2022-07-19,220.4
2022-07-20,218.15
2022-07-21,215.85
2022-07-22,206.7
2022-07-25,210.05
2022-07-26,213.2
2022-07-27,219.1
2022-07-28,218.4
2022-07-29,217.2
2022-08-01,213.2
2022-08-02,209.9
2022-08-03,214.65
2022-08-04,219.3
2022-08-05,209.45
2022-08-08,211.85
2022-08-09,212.75
2022-08-10,220.45
2022-08-11,223.95
2022-08-12,226.6
2022-08-15,225.5
2022-08-16,219.35
2022-08-17,217.45
2022-08-18,214.7
2022-08-19,215.95
2022-08-22,224.3
2022-08-23,230.65
2022-08-24,242.95
2022-08-25,243.4
2022-08-26,242.0
2022-08-29,240.5
2022-08-30,239.15
2022-08-31,239.1
2022-09-01,236.35
2022-09-02,232.65
2022-09-06,233.9
2022-09-07,226.9
2022-09-08,225.85
2022-09-09,231.5
2022-09-12,227.75
2022-09-13,223.95
2022-09-14,217.6
2022-09-15,219.15
2022-09-16,218.05
2022-09-19,224.05
2022-09-20,228.1
2022-09-21,221.3
2022-09-22,223.55
