DATE,US_CATTLE_PRICE
2014-04-16,149.57
2014-04-17,146.74
2014-04-18,146.84
2014-04-21,146.3
2014-04-22,144.0
2014-04-23,144.0
2014-04-24,144.0
2014-04-25,147.16
2014-04-28,146.32
2014-04-30,147.07
2014-05-01,147.07
2014-05-02,148.55
2014-05-05,147.98
2014-05-06,150.0
2014-05-08,150.02
2014-05-09,150.02
2014-05-12,147.86
2014-05-13,146.88
2014-05-14,146.06
2014-05-15,147.5
2014-05-16,146.99
2014-05-19,145.43
2014-05-21,146.14
2014-05-22,146.14
2014-05-23,144.35
2014-05-26,143.11
2014-05-27,143.0
2014-05-28,143.0
2014-05-29,144.03
2014-05-30,145.04
2014-06-02,145.33
2014-06-04,143.31
2014-06-05,143.31
2014-06-06,145.22
2014-06-09,146.01
2014-06-10,146.0
2014-06-11,148.0
2014-06-12,148.0
2014-06-13,149.4
2014-06-16,149.93
2014-06-18,148.04
2014-06-19,148.04
2014-06-20,149.77
2014-06-23,149.4
2014-06-24,150.0
2014-06-25,150.0
2014-06-26,150.0
2014-06-27,151.75
2014-06-30,154.4
2014-07-01,154.0
2014-07-02,157.47
2014-07-03,157.47
2014-07-07,158.47
2014-07-08,157.0
2014-07-09,158.07
2014-07-10,156.89
2014-07-11,155.74
2014-07-14,154.96
2014-07-15,153.37
2014-07-16,153.37
2014-07-17,155.98
2014-07-18,156.28
2014-07-21,156.47
2014-07-22,157.0
2014-07-23,157.0
2014-07-24,162.18
2014-07-25,163.12
2014-07-28,164.6
2014-07-29,162.0
2014-07-30,162.0
2014-07-31,165.0
2014-08-01,162.87
2014-08-04,162.66
2014-08-05,162.0
2014-08-06,163.6
2014-08-07,163.6
2014-08-08,160.21
2014-08-11,159.12
2014-08-12,157.0
2014-08-13,155.64
2014-08-14,154.35
2014-08-15,155.27
2014-08-18,156.16
2014-08-19,153.92
2014-08-20,153.92
2014-08-21,152.83
2014-08-22,152.68
2014-08-25,154.53
2014-08-26,155.0
2014-08-27,155.0
2014-08-28,152.33
2014-08-29,154.86
2014-09-01,155.6
2014-09-02,155.6
2014-09-03,159.64
2014-09-04,159.65
2014-09-05,159.04
2014-09-08,161.99
2014-09-09,160.0
2014-09-10,160.0
2014-09-11,160.0
2014-09-12,157.91
2014-09-15,161.14
2014-09-18,153.75
2014-09-19,153.75
2014-09-22,156.79
2014-09-23,152.72
2014-09-24,152.72
2014-09-25,154.0
2014-09-26,153.0
2014-09-29,156.95
2014-10-02,159.98
2014-10-03,159.98
2014-10-06,160.57
2014-10-07,160.0
2014-10-08,161.0
2014-10-09,161.0
2014-10-10,163.58
2014-10-13,164.11
2014-10-14,162.78
2014-10-15,162.78
2014-10-16,163.78
2014-10-17,163.81
2014-10-20,164.25
2014-10-21,164.0
2014-10-23,168.7
2014-10-24,168.7
2014-10-27,169.01
2014-10-28,167.23
2014-10-29,167.23
2014-10-30,168.42
2014-10-31,167.5
2014-11-03,167.48
2014-11-04,166.0
2014-11-05,166.0
2014-11-06,166.94
2014-11-07,166.94
2014-11-10,166.56
2014-11-13,169.5
2014-11-14,169.5
2014-11-17,169.95
2014-11-19,169.0
2014-11-20,169.0
2014-11-21,169.0
2014-11-24,171.35
2014-11-25,170.0
2014-11-26,172.08
2014-11-28,171.98
2014-12-01,170.29
2014-12-03,166.0
2014-12-04,166.0
2014-12-05,166.63
2014-12-08,166.94
2014-12-09,164.0
2014-12-10,164.0
2014-12-11,164.0
2014-12-12,162.87
2014-12-15,162.05
2014-12-16,160.0
2014-12-17,159.55
2014-12-18,156.79
2014-12-19,157.44
2014-12-22,159.82
2014-12-23,162.0
2014-12-24,162.0
2014-12-26,162.01
2014-12-29,160.43
2014-12-31,165.93
2015-01-02,165.93
2015-01-05,166.75
2015-01-06,169.0
2015-01-07,169.46
2015-01-08,170.97
2015-01-09,169.04
2015-01-12,167.21
2015-01-13,164.25
2015-01-14,164.13
2015-01-15,162.58
2015-01-16,163.38
2015-01-19,163.27
2015-01-20,159.2
2015-01-21,159.2
2015-01-22,159.87
2015-01-23,159.81
2015-01-26,159.19
2015-01-27,156.03
2015-01-28,156.03
2015-01-29,157.0
2015-01-30,159.49
2015-02-02,158.77
2015-02-03,160.0
2015-02-04,159.0
2015-02-05,159.14
2015-02-06,158.22
2015-02-09,160.47
2015-02-10,161.0
2015-02-11,160.0
2015-02-12,160.0
2015-02-13,161.51
2015-02-16,161.86
2015-02-17,160.0
2015-02-18,160.0
2015-02-19,160.0
2015-02-20,159.99
2015-02-23,158.79
2015-02-24,156.83
2015-02-25,156.83
2015-02-26,156.42
2015-02-27,157.0
2015-03-02,159.16
2015-03-04,157.46
2015-03-05,157.46
2015-03-06,158.0
2015-03-09,161.26
2015-03-10,161.0
2015-03-11,162.0
2015-03-12,162.0
2015-03-13,160.06
2015-03-16,161.29
2015-03-17,160.27
2015-03-18,161.0
2015-03-19,161.0
2015-03-20,164.0
2015-03-23,163.62
2015-03-24,164.0
2015-03-26,163.97
2015-03-27,163.97
2015-03-30,165.6
2015-03-31,166.26
2015-04-01,168.0
2015-04-02,168.0
2015-04-03,166.0
2015-04-06,167.62
2015-04-08,163.0
2015-04-09,163.0
2015-04-10,163.18
2015-04-13,164.47
2015-04-14,162.43
2015-04-15,162.43
2015-04-16,162.65
2015-04-17,163.14
2015-04-20,161.23
2015-04-21,157.25
2015-04-22,157.91
2015-04-23,157.91
2015-04-24,159.94
2015-04-27,159.97
2015-04-29,159.0
2015-04-30,159.0
2015-05-01,159.02
2015-05-04,161.04
2015-05-05,157.0
2015-05-06,157.0
2015-05-07,160.0
2015-05-08,160.3
2015-05-11,162.37
2015-05-12,158.0
2015-05-13,161.0
2015-05-14,159.28
2015-05-15,162.05
2015-05-18,160.79
2015-05-19,160.25
2015-05-20,160.0
2015-05-21,160.1
2015-05-22,159.73
2015-05-25,159.46
2015-05-27,157.0
2015-05-28,157.0
2015-05-29,158.96
2015-06-01,159.44
2015-06-03,154.0
2015-06-04,154.0
2015-06-05,158.0
2015-06-08,155.55
2015-06-11,154.81
2015-06-12,154.81
2015-06-15,153.19
2015-06-16,151.0
2015-06-17,154.0
2015-06-18,151.26
2015-06-19,151.26
2015-06-22,150.18
2015-06-24,149.9
2015-06-25,149.9
2015-06-26,148.65
2015-06-29,149.0
2015-06-30,148.95
2015-07-01,148.95
2015-07-02,151.31
2015-07-03,151.31
2015-07-06,151.85
2015-07-08,151.65
2015-07-09,151.65
2015-07-10,151.14
2015-07-13,150.59
2015-07-16,146.0
2015-07-17,146.0
2015-07-20,148.02
2015-07-21,146.63
2015-07-22,146.63
2015-07-23,146.0
2015-07-24,145.37
2015-07-27,145.58
2015-07-28,146.0
2015-07-29,147.0
2015-07-30,147.0
2015-07-31,144.97
2015-08-03,147.45
2015-08-05,148.0
2015-08-06,148.0
2015-08-07,149.0
2015-08-10,151.13
2015-08-11,149.0
2015-08-12,151.0
2015-08-13,153.0
2015-08-14,149.85
2015-08-17,149.85
2015-08-18,148.0
2015-08-19,146.85
2015-08-20,147.41
2015-08-21,146.95
2015-08-24,146.84
2015-08-26,143.0
2015-08-27,143.0
2015-08-28,143.88
2015-08-31,145.04
2015-09-01,143.41
2015-09-02,141.36
2015-09-03,140.48
2015-09-04,141.89
2015-09-07,142.6
2015-09-09,140.0
2015-09-10,140.0
2015-09-11,139.97
2015-09-14,138.85
2015-09-15,137.0
2015-09-16,135.33
2015-09-17,134.94
2015-09-18,134.97
2015-09-21,133.57
2015-09-22,129.36
2015-09-23,129.36
2015-09-24,128.79
2015-09-25,125.41
2015-09-28,129.43
2015-09-29,119.01
2015-09-30,119.01
2015-10-01,119.38
2015-10-02,118.03
2015-10-05,115.36
2015-10-06,116.0
2015-10-07,116.0
2015-10-08,120.0
2015-10-09,120.48
2015-10-12,125.95
2015-10-13,123.0
2015-10-14,123.0
2015-10-15,126.0
2015-10-16,123.0
2015-10-19,133.16
2015-10-20,130.0
2015-10-23,135.41
2015-10-26,135.41
2015-10-27,132.81
2015-10-28,137.03
2015-10-29,135.67
2015-10-30,136.07
2015-11-02,133.68
2015-11-03,132.0
2015-11-04,132.0
2015-11-05,130.92
2015-11-06,130.11
2015-11-09,130.39
2015-11-10,124.74
2015-11-11,124.74
2015-11-12,128.93
2015-11-13,128.93
2015-11-16,127.09
2015-11-19,123.0
2015-11-20,123.0
2015-11-23,125.06
2015-11-25,123.22
2015-11-27,123.22
2015-11-30,126.44
2015-12-02,123.57
2015-12-03,123.57
2015-12-04,123.33
2015-12-07,123.28
2015-12-08,118.45
2015-12-09,119.86
2015-12-10,118.27
2015-12-11,117.8
2015-12-14,116.95
2015-12-15,115.0
2015-12-16,115.78
2015-12-17,117.04
2015-12-18,116.46
2015-12-21,114.3
2015-12-22,123.2
2015-12-23,123.2
2015-12-24,124.54
2015-12-28,123.11
2015-12-29,124.5
2015-12-30,124.5
2015-12-31,134.03
2016-01-04,133.33
2016-01-07,131.84
2016-01-08,131.84
2016-01-11,132.37
2016-01-12,134.0
2016-01-13,133.62
2016-01-14,131.21
2016-01-15,133.58
2016-01-18,129.6
2016-01-20,126.2
2016-01-21,126.2
2016-01-22,129.0
2016-01-25,133.91
2016-01-28,131.0
2016-01-29,131.0
2016-02-01,136.38
2016-02-03,132.0
2016-02-04,132.0
2016-02-05,134.0
2016-02-08,134.5
2016-02-09,132.92
2016-02-10,132.92
2016-02-11,133.29
2016-02-12,131.43
2016-02-15,130.17
2016-02-18,130.0
2016-02-19,130.0
2016-02-22,133.64
2016-02-23,135.0
2016-02-24,124.0
2016-02-25,132.08
2016-02-26,132.08
2016-02-29,136.09
2016-03-03,136.0
2016-03-04,135.76
2016-03-07,135.76
2016-03-08,136.0
2016-03-09,136.0
2016-03-11,138.01
2016-03-14,138.01
2016-03-17,140.52
2016-03-18,140.52
2016-03-21,139.15
2016-03-23,136.0
2016-03-24,136.0
2016-03-25,136.01
2016-03-28,136.68
2016-03-30,133.24
2016-03-31,133.24
2016-04-01,133.11
2016-04-04,135.16
2016-04-05,132.49
2016-04-06,132.49
2016-04-07,133.21
2016-04-08,134.13
2016-04-11,135.65
2016-04-13,135.95
2016-04-14,135.95
2016-04-15,132.46
2016-04-18,133.99
2016-04-19,127.0
2016-04-20,125.0
2016-04-21,125.45
2016-04-22,126.15
2016-04-25,126.68
2016-04-27,124.5
2016-04-28,124.5
2016-04-29,123.77
2016-05-02,123.09
2016-05-03,118.03
2016-05-04,118.03
2016-05-06,126.86
2016-05-09,126.86
2016-05-11,128.0
2016-05-12,128.0
2016-05-13,132.64
2016-05-16,130.72
2016-05-17,131.82
2016-05-18,131.82
2016-05-19,131.73
2016-05-20,130.31
2016-05-23,128.79
2016-05-24,126.0
2016-05-25,124.68
2016-05-26,123.79
2016-05-27,124.85
2016-05-30,125.94
2016-05-31,122.82
2016-06-01,122.82
2016-06-03,129.34
2016-06-06,129.34
2016-06-07,130.0
2016-06-08,127.85
2016-06-09,127.85
2016-06-10,126.66
2016-06-13,127.82
2016-06-14,124.54
2016-06-15,124.54
2016-06-16,121.25
2016-06-17,120.06
2016-06-20,119.05
2016-06-21,116.05
2016-06-22,116.05
2016-06-23,115.95
2016-06-24,117.69
2016-06-27,117.68
2016-06-28,116.0
2016-06-29,117.0
2016-06-30,122.52
2016-07-01,122.52
2016-07-04,122.64
2016-07-06,120.67
2016-07-07,120.67
2016-07-08,120.22
2016-07-11,119.93
2016-07-12,116.76
2016-07-13,116.76
2016-07-14,116.77
2016-07-15,119.0
2016-07-18,117.01
2016-07-19,115.13
2016-07-20,115.13
2016-07-21,114.79
2016-07-22,113.92
2016-07-25,114.02
2016-07-28,118.0
2016-07-29,118.0
2016-08-01,116.99
2016-08-03,117.0
2016-08-04,117.0
2016-08-05,119.0
2016-08-08,118.75
2016-08-09,115.0
2016-08-10,115.0
2016-08-11,115.8
2016-08-12,116.99
2016-08-15,118.5
2016-08-16,117.37
2016-08-17,117.37
2016-08-18,117.09
2016-08-19,117.58
2016-08-22,115.27
2016-08-23,114.97
2016-08-24,114.97
2016-08-25,114.9
2016-08-26,112.95
2016-08-29,112.12
2016-08-30,110.28
2016-08-31,109.96
2016-09-01,110.11
2016-09-02,109.54
2016-09-05,108.09
2016-09-06,104.0
2016-09-07,104.0
2016-09-08,105.88
2016-09-09,104.94
2016-09-12,103.53
2016-09-14,107.0
2016-09-15,107.0
2016-09-16,106.97
2016-09-19,109.43
2016-09-22,106.63
2016-09-23,106.63
2016-09-26,105.81
2016-09-27,103.53
2016-09-28,103.53
2016-09-29,103.43
2016-09-30,102.15
2016-10-03,100.02
2016-10-05,101.92
2016-10-06,101.92
2016-10-07,100.5
2016-10-10,99.68
2016-10-11,98.0
2016-10-12,98.0
2016-10-13,98.09
2016-10-14,97.12
2016-10-19,98.3
2016-10-20,98.3
2016-10-21,97.69
2016-10-24,100.48
2016-10-26,103.36
2016-10-27,103.36
2016-10-28,102.77
2016-10-31,104.5
2016-11-02,104.66
2016-11-03,104.66
2016-11-04,104.45
2016-11-07,102.68
2016-11-08,103.0
2016-11-09,102.65
2016-11-10,102.65
2016-11-14,104.25
2016-11-15,103.0
2016-11-16,107.97
2016-11-17,107.97
2016-11-18,107.49
2016-11-21,107.59
2016-11-22,107.5
2016-11-23,107.5
2016-11-24,109.39
2016-11-25,111.09
2016-11-28,109.56
2016-11-30,114.38
2016-12-01,114.38
2016-12-02,111.86
2016-12-05,112.76
2016-12-06,107.83
2016-12-07,111.75
2016-12-08,110.41
2016-12-09,107.37
2016-12-12,109.77
2016-12-14,110.44
2016-12-15,110.44
2016-12-16,109.73
2016-12-19,111.59
2016-12-21,112.83
2016-12-22,112.83
2016-12-23,115.21
2016-12-26,116.0
2016-12-27,114.0
2016-12-28,114.0
2016-12-29,115.27
2016-12-30,117.41
2017-01-02,118.0
2017-01-03,116.42
2017-01-04,116.42
2017-01-05,117.71
2017-01-06,117.8
2017-01-09,118.35
2017-01-11,119.25
2017-01-12,119.25
2017-01-13,117.25
2017-01-16,118.85
2017-01-18,120.41
2017-01-19,120.41
2017-01-20,121.99
2017-01-23,121.59
2017-01-24,122.0
2017-01-25,121.13
2017-01-26,122.34
2017-01-27,121.33
2017-01-30,119.64
2017-01-31,118.71
2017-02-01,118.71
2017-02-02,118.78
2017-02-03,117.97
2017-02-06,118.29
2017-02-08,119.74
2017-02-09,119.74
2017-02-10,119.76
2017-02-13,120.0
2017-02-15,118.78
2017-02-16,118.78
2017-02-17,119.03
2017-02-20,119.7
2017-02-22,124.32
2017-02-23,124.32
2017-02-24,124.83
2017-02-27,124.82
2017-02-28,124.27
2017-03-01,124.29
2017-03-02,124.9
2017-03-03,125.8
2017-03-06,123.51
2017-03-07,121.0
2017-03-08,122.44
2017-03-09,125.42
2017-03-10,126.34
2017-03-13,124.73
2017-03-14,127.07
2017-03-15,123.67
2017-03-16,128.92
2017-03-17,127.81
2017-03-20,127.02
2017-03-21,124.27
2017-03-22,125.66
2017-03-23,132.16
2017-03-24,132.0
2017-03-27,131.27
2017-03-28,130.0
2017-03-29,125.52
2017-03-30,129.93
2017-03-31,127.91
2017-04-03,126.68
2017-04-04,119.95
2017-04-05,119.55
2017-04-06,123.76
2017-04-07,123.86
2017-04-10,125.7
2017-04-12,124.67
2017-04-13,124.67
2017-04-14,128.33
2017-04-17,126.14
2017-04-18,128.0
2017-04-19,131.58
2017-04-20,131.58
2017-04-21,132.22
2017-04-24,131.43
2017-04-25,125.61
2017-04-26,127.47
2017-04-27,127.47
2017-04-28,136.74
2017-05-01,135.75
2017-05-03,144.76
2017-05-04,144.76
2017-05-05,144.21
2017-05-08,139.65
2017-05-09,139.0
2017-05-10,137.12
2017-05-11,137.95
2017-05-12,137.82
2017-05-15,132.3
2017-05-17,134.03
2017-05-18,134.03
2017-05-19,134.3
2017-05-22,133.6
2017-05-24,131.25
2017-05-25,131.25
2017-05-26,132.88
2017-05-29,131.33
2017-05-31,129.93
2017-06-01,129.93
2017-06-02,136.42
2017-06-05,136.31
2017-06-06,135.0
2017-06-07,135.0
2017-06-08,134.0
2017-06-09,135.54
2017-06-12,136.32
2017-06-13,132.0
2017-06-14,132.5
2017-06-15,129.09
2017-06-16,125.07
2017-06-19,126.14
2017-06-20,121.34
2017-06-21,122.24
2017-06-22,122.07
2017-06-23,119.24
2017-06-26,120.31
2017-06-27,120.0
2017-06-28,121.0
2017-06-29,118.28
2017-06-30,118.88
2017-07-03,118.47
2017-07-05,116.99
2017-07-06,116.99
2017-07-07,117.83
2017-07-10,118.67
2017-07-11,117.28
2017-07-12,119.35
2017-07-13,119.35
2017-07-14,119.9
2017-07-17,120.27
2017-07-18,117.0
2017-07-19,117.0
2017-07-20,118.01
2017-07-21,118.18
2017-07-24,119.94
2017-07-25,116.0
2017-07-26,117.5
2017-07-27,117.1
2017-07-28,117.37
2017-07-31,117.04
2017-08-01,115.11
2017-08-02,115.52
2017-08-03,117.3
2017-08-04,117.7
2017-08-07,117.26
2017-08-08,115.61
2017-08-09,115.21
2017-08-10,115.19
2017-08-11,114.6
2017-08-14,113.0
2017-08-15,110.0
2017-08-16,110.0
2017-08-17,110.76
2017-08-18,109.64
2017-08-21,108.87
2017-08-23,106.89
2017-08-24,106.89
2017-08-25,106.27
2017-08-28,106.71
2017-08-29,105.0
2017-08-30,105.0
2017-08-31,104.57
2017-09-01,104.69
2017-09-04,104.6
2017-09-05,103.6
2017-09-06,103.6
2017-09-07,103.0
2017-09-08,104.98
2017-09-11,104.98
2017-09-12,104.03
2017-09-13,104.03
2017-09-14,105.6
2017-09-15,104.51
2017-09-18,105.99
2017-09-20,106.75
2017-09-21,106.75
2017-09-22,108.51
2017-09-25,108.51
2017-09-26,105.0
2017-09-28,107.9
2017-09-29,107.9
2017-10-02,108.19
2017-10-03,106.5
2017-10-04,106.5
2017-10-05,108.28
2017-10-06,109.82
2017-10-09,109.48
2017-10-11,110.0
2017-10-12,110.0
2017-10-13,111.05
2017-10-16,110.45
2017-10-17,110.0
2017-10-18,109.75
2017-10-19,109.75
2017-10-20,109.96
2017-10-23,110.98
2017-10-25,108.0
2017-10-26,108.0
2017-10-27,111.73
2017-10-30,117.04
2017-10-31,114.0
2017-11-01,114.0
2017-11-02,120.0
2017-11-03,123.02
2017-11-06,124.84
2017-11-07,123.81
2017-11-08,123.81
2017-11-09,123.23
2017-11-10,121.02
2017-11-13,120.53
2017-11-14,119.29
2017-11-15,119.29
2017-11-16,119.38
2017-11-17,118.91
2017-11-20,119.51
2017-11-21,117.95
2017-11-22,118.99
2017-11-24,120.35
2017-11-27,120.5
2017-11-30,120.68
2017-12-01,120.68
2017-12-04,120.15
2017-12-05,123.0
2017-12-06,119.03
2017-12-07,117.64
2017-12-08,117.07
2017-12-11,117.29
2017-12-12,118.0
2017-12-13,117.64
2017-12-14,117.64
2017-12-15,117.11
2017-12-18,119.82
2017-12-19,120.14
2017-12-20,119.01
2017-12-21,119.95
2017-12-22,120.03
2017-12-25,121.11
2017-12-28,120.0
2017-12-29,120.0
2018-01-01,122.87
2018-01-02,122.5
2018-01-03,122.5
2018-01-04,123.0
2018-01-05,123.0
2018-01-08,121.61
2018-01-09,120.01
2018-01-10,120.04
2018-01-11,120.48
2018-01-12,120.11
2018-01-15,118.68
2018-01-17,119.75
2018-01-18,119.75
2018-01-19,121.0
2018-01-22,122.92
2018-01-23,123.05
2018-01-24,123.05
2018-01-26,126.47
2018-01-29,126.47
2018-01-30,126.0
2018-01-31,125.93
2018-02-01,125.94
2018-02-02,124.2
2018-02-05,125.5
2018-02-06,127.0
2018-02-09,126.15
2018-02-12,126.15
2018-02-13,129.11
2018-02-14,126.0
2018-02-15,128.0
2018-02-16,129.0
2018-02-19,129.78
2018-02-20,130.0
2018-02-21,128.04
2018-02-22,128.04
2018-02-23,128.29
2018-02-26,126.79
2018-02-27,126.0
2018-02-28,126.0
2018-03-01,126.86
2018-03-02,126.73
2018-03-05,126.1
2018-03-06,128.67
2018-03-07,126.08
2018-03-08,126.74
2018-03-09,126.82
2018-03-12,127.21
2018-03-13,128.57
2018-03-14,127.21
2018-03-15,129.04
2018-03-16,128.22
2018-03-19,127.38
2018-03-20,126.0
2018-03-21,126.07
2018-03-22,125.91
2018-03-23,125.0
2018-03-26,122.53
2018-03-27,120.41
2018-03-28,122.53
2018-03-29,120.8
2018-03-30,121.36
2018-04-02,119.0
2018-04-03,114.37
2018-04-04,117.13
2018-04-05,115.55
2018-04-06,114.93
2018-04-09,118.4
2018-04-10,111.0
2018-04-11,117.54
2018-04-12,117.15
2018-04-13,118.17
2018-04-16,120.81
2018-04-17,121.0
2018-04-18,120.95
2018-04-19,120.95
2018-04-20,121.4
2018-04-23,122.25
2018-04-24,120.32
2018-04-25,120.32
2018-04-26,117.15
2018-04-27,122.06
2018-04-30,124.07
2018-05-01,126.0
2018-05-02,120.83
2018-05-03,118.43
2018-05-04,125.66
2018-05-07,124.45
2018-05-08,122.83
2018-05-09,120.24
2018-05-10,120.48
2018-05-11,122.41
2018-05-14,121.75
2018-05-15,120.47
2018-05-16,115.76
2018-05-17,114.13
2018-05-18,112.22
2018-05-21,111.96
2018-05-22,114.0
2018-05-23,114.0
2018-05-24,110.25
2018-05-25,113.64
2018-05-28,109.93
2018-05-29,109.23
2018-05-30,109.23
2018-05-31,108.55
2018-06-01,109.96
2018-06-04,111.16
2018-06-05,112.5
2018-06-06,112.5
2018-06-07,116.0
2018-06-08,113.0
2018-06-11,114.67
2018-06-12,114.4
2018-06-13,114.37
2018-06-14,112.57
2018-06-15,110.16
2018-06-18,112.13
2018-06-19,108.0
2018-06-20,108.0
2018-06-22,110.96
2018-06-25,108.68
2018-06-26,108.92
2018-06-27,108.0
2018-06-28,106.18
2018-06-29,106.01
2018-07-02,107.41
2018-07-03,110.0
2018-07-05,110.0
2018-07-06,110.0
2018-07-09,112.66
2018-07-13,110.5
2018-07-16,110.5
2018-07-18,112.0
2018-07-19,112.0
2018-07-20,114.0
2018-07-23,112.61
2018-07-26,110.1
2018-07-27,110.1
2018-07-30,111.81
2018-07-31,113.0
2018-08-01,109.7
2018-08-02,109.85
2018-08-03,110.06
2018-08-06,113.22
2018-08-07,112.5
2018-08-08,111.63
2018-08-09,111.66
2018-08-10,110.87
2018-08-13,110.6
2018-08-14,108.55
2018-08-15,109.54
2018-08-16,110.59
2018-08-17,109.1
2018-08-20,109.98
2018-08-22,109.22
2018-08-23,109.22
2018-08-24,108.78
2018-08-27,106.46
2018-08-28,107.62
2018-08-29,107.62
2018-08-30,107.24
2018-08-31,106.88
2018-09-03,107.18
2018-09-05,107.25
2018-09-06,107.25
2018-09-07,107.92
2018-09-10,107.64
2018-09-11,107.0
2018-09-12,107.0
2018-09-13,107.69
2018-09-14,107.82
2018-09-17,110.84
2018-09-18,111.5
2018-09-19,111.36
2018-09-20,111.36
2018-09-21,110.17
2018-09-24,110.6
2018-09-25,110.66
2018-09-26,110.66
2018-09-27,109.36
2018-09-28,110.14
2018-10-01,110.76
2018-10-02,111.62
2018-10-03,111.85
2018-10-04,109.85
2018-10-05,110.26
2018-10-08,111.24
2018-10-09,110.5
2018-10-10,110.0
2018-10-11,109.75
2018-10-12,110.78
2018-10-15,108.6
2018-10-16,109.0
2018-10-17,109.0
2018-10-18,109.86
2018-10-19,110.29
2018-10-22,110.31
2018-10-23,112.0
2018-10-24,112.0
2018-10-25,110.58
2018-10-26,110.24
2018-10-29,113.93
2018-10-30,113.72
2018-10-31,113.72
2018-11-01,112.02
2018-11-02,113.7
2018-11-05,115.18
2018-11-06,113.0
2018-11-07,113.1
2018-11-08,112.02
2018-11-09,112.02
2018-11-12,113.89
2018-11-13,111.77
2018-11-14,111.77
2018-11-15,110.38
2018-11-16,111.89
2018-11-19,113.29
2018-11-20,113.74
2018-11-21,113.74
2018-11-23,115.51
2018-11-26,115.98
2018-11-27,115.0
2018-11-28,115.65
2018-11-29,115.79
2018-11-30,114.65
2018-12-03,117.32
2018-12-04,115.88
2018-12-05,116.0
2018-12-06,117.92
2018-12-07,115.32
2018-12-10,118.17
2018-12-11,117.0
2018-12-12,117.0
2018-12-13,117.0
2018-12-14,117.0
2018-12-17,118.22
2018-12-20,118.76
2018-12-21,118.76
2018-12-24,118.89
2018-12-26,120.0
2018-12-27,120.0
2018-12-28,120.27
2018-12-31,122.64
2019-01-03,122.84
2019-01-04,122.84
2019-01-07,121.89
2019-01-08,122.5
2019-01-09,122.0
2019-01-10,122.0
2019-01-11,121.52
2019-01-14,123.83
2019-01-16,125.0
2019-01-17,125.0
2019-01-18,125.0
2019-01-21,123.96
2019-01-22,122.49
2019-01-23,122.49
2019-01-24,124.8
2019-01-25,122.96
2019-01-28,123.36
2019-01-30,125.0
2019-01-31,125.0
2019-02-01,122.0
2019-02-04,123.88
2019-02-06,124.03
2019-02-07,124.03
2019-02-08,124.0
2019-02-11,125.02
2019-02-13,123.97
2019-02-14,123.97
2019-02-15,125.18
2019-02-18,124.98
2019-02-19,124.5
2019-02-20,125.0
2019-02-21,125.0
2019-02-22,125.0
2019-02-25,126.44
2019-02-27,128.0
2019-02-28,128.0
2019-03-01,128.0
2019-03-04,128.22
2019-03-05,128.5
2019-03-06,128.5
2019-03-07,128.08
2019-03-08,128.08
2019-03-11,128.34
2019-03-12,127.59
2019-03-13,127.59
2019-03-14,126.91
2019-03-15,126.96
2019-03-18,127.71
2019-03-19,130.0
2019-03-20,130.0
2019-03-22,128.92
2019-03-25,128.92
2019-03-26,125.67
2019-03-27,125.67
2019-03-28,126.48
2019-03-29,125.75
2019-04-01,126.27
2019-04-02,123.89
2019-04-03,123.89
2019-04-04,124.48
2019-04-05,125.5
2019-04-08,126.54
2019-04-09,125.47
2019-04-10,125.73
2019-04-11,124.32
2019-04-12,128.32
2019-04-15,127.82
2019-04-16,126.8
2019-04-17,126.8
2019-04-18,126.03
2019-04-19,130.2
2019-04-22,130.53
2019-04-24,127.08
2019-04-25,127.08
2019-04-26,126.3
2019-04-29,125.94
2019-04-30,128.0
2019-05-01,123.45
2019-05-02,124.13
2019-05-03,123.4
2019-05-06,123.77
2019-05-07,120.53
2019-05-08,120.55
2019-05-09,120.38
2019-05-10,118.74
2019-05-13,118.42
2019-05-14,118.0
2019-05-15,116.7
2019-05-16,116.38
2019-05-17,116.9
2019-05-20,115.38
2019-05-21,114.67
2019-05-22,114.67
2019-05-23,115.82
2019-05-24,116.02
2019-05-27,115.34
2019-05-29,115.37
2019-05-30,115.37
2019-05-31,115.74
2019-06-03,115.95
2019-06-04,112.68
2019-06-05,113.4
2019-06-06,114.13
2019-06-07,114.31
2019-06-10,115.02
2019-06-12,112.92
2019-06-13,112.92
2019-06-14,113.41
2019-06-17,113.82
2019-06-18,115.0
2019-06-19,110.29
2019-06-20,112.76
2019-06-21,110.11
2019-06-24,111.16
2019-06-26,109.16
2019-06-27,111.78
2019-06-28,111.44
2019-07-01,110.1
2019-07-03,108.82
2019-07-05,111.72
2019-07-08,112.61
2019-07-11,107.84
2019-07-12,114.73
2019-07-15,112.66
2019-07-16,116.0
2019-07-17,114.67
2019-07-18,112.73
2019-07-19,113.39
2019-07-22,112.96
2019-07-25,115.5
2019-07-26,115.43
2019-07-29,113.56
2019-07-30,114.0
2019-07-31,115.0
2019-08-01,113.4
2019-08-02,116.06
2019-08-05,113.69
2019-08-07,114.0
2019-08-08,111.0
2019-08-09,114.17
2019-08-12,111.48
2019-08-14,106.0
2019-08-15,105.27
2019-08-16,105.78
2019-08-19,108.05
2019-08-20,109.0
2019-08-22,110.0
2019-08-23,108.79
2019-08-26,106.86
2019-08-27,109.03
2019-08-28,109.03
2019-08-29,106.9
2019-08-30,105.63
2019-09-02,103.48
2019-09-03,105.0
2019-09-04,105.0
2019-09-05,103.56
2019-09-06,102.03
2019-09-09,99.4
2019-09-10,97.0
